bird,3288,1602,3408,1723
bird,3375,2025,3475,2133
bird,4018,2415,4124,2512
bird,4517,223,4628,310
bird,4618,863,4719,956
bird,3505,2012,3584,2130
bird,2069,2399,2197,2470
bird,4100,444,4207,529
bird,2196,2709,2272,2828
bird,4241,584,4341,674
bird,4384,1697,4477,1793
bird,2309,1643,2405,1735
bird,4697,131,4814,206
bird,4080,818,4178,907
bird,3829,2224,3895,2355
bird,3728,2427,3811,2531
bird,1897,1507,1996,1593
bird,4495,915,4591,1003
bird,2256,2309,2364,2387
bird,3871,2695,3975,2775
bird,4591,558,4679,652
bird,3897,937,3994,1021
bird,1915,2100,1985,2216
bird,2464,2745,2578,2815
bird,3517,1078,3612,1161
bird,3767,1372,3872,1447
bird,2027,2683,2105,2781
bird,1872,2687,1954,2780
bird,2546,1856,2634,1942
bird,4283,881,4380,959
bird,4500,1816,4569,1925
bird,3907,8,4014,78
bird,2395,1437,2474,1531
bird,1760,2202,1830,2306
bird,3956,708,4046,788
bird,3207,2194,3300,2271
bird,3092,8,3203,72
bird,2592,1705,2689,1778
bird,4704,729,4787,814
bird,1794,2807,1868,2902
bird,2015,2442,2088,2538
bird,3403,1831,3489,1911
bird,2263,1807,2336,1900
bird,4203,128,4303,195
bird,4344,1850,4420,1937
bird,1559,2871,1638,2954
bird,3729,815,3819,886
bird,5039,127,5153,181
bird,3254,1012,3311,1120
bird,4225,382,4323,444
bird,5398,708,5469,792
bird,3730,1209,3818,1276
bird,3026,2017,3080,2124
bird,4278,75,4391,125
bird,2662,1552,2756,1612
bird,3334,1069,3392,1166
bird,3170,1024,3223,1129
bird,3082,180,3182,231
bird,2519,2001,2571,2099
bird,3635,2141,3678,2253
bird,3403,1065,3449,1161
