bird,180,2441,272,2555
bird,347,2688,447,2783
bird,297,2238,391,2333
bird,4597,670,4680,773
bird,352,977,438,1072
bird,1594,2786,1681,2878
bird,4563,1697,4641,1799
bird,5287,1890,5358,2002
bird,4653,2739,4724,2846
bird,197,2911,302,2983
bird,5382,590,5448,704
bird,4317,499,4404,585
bird,880,1119,972,1200
bird,1810,200,1886,297
bird,4787,1578,4873,1663
bird,5000,1246,5087,1329
bird,1864,1294,1945,1383
bird,1335,1735,1413,1827
bird,3160,1726,3241,1814
bird,2445,137,2524,227
bird,1216,402,1313,475
bird,2995,1487,3065,1587
bird,12,1936,104,2012
bird,225,1905,322,1977
bird,255,366,319,475
bird,4053,592,4136,675
bird,700,1327,794,1400
bird,3604,1841,3680,1931
bird,2837,421,2918,505
bird,580,950,650,1047
bird,5300,1373,5390,1448
bird,1737,1102,1808,1197
bird,2424,1912,2497,2004
bird,4487,60,4565,146
bird,2370,702,2432,810
bird,4804,2080,4880,2168
bird,4265,892,4353,968
bird,4714,1402,4802,1478
bird,5200,709,5268,807
bird,3748,1351,3843,1421
bird,3658,1365,3721,1470
bird,3202,2151,3270,2248
bird,730,2958,794,3061
bird,1648,1675,1710,1781
bird,4509,1573,4582,1663
bird,561,1800,630,1894
bird,2526,1963,2604,2046
bird,3556,2280,3634,2363
bird,4636,980,4719,1058
bird,4958,1365,5056,1431
bird,4729,429,4824,497
bird,4407,1397,4502,1465
bird,3131,1556,3226,1624
bird,1824,2154,1916,2224
bird,4136,2748,4224,2821
bird,3660,675,3721,780
bird,5304,1468,5368,1568
bird,3017,2053,3099,2131
bird,4219,1173,4290,1263
bird,1364,1897,1440,1981
bird,36,2641,127,2711
bird,4543,2134,4639,2200
bird,1840,2470,1902,2572
bird,2814,3007,2907,3075
bird,5165,2536,5241,2619
bird,1391,1262,1451,1367
bird,4026,1873,4100,1958
bird,4285,2060,4370,2134
bird,3809,1090,3875,1185
bird,4641,2339,4709,2431
bird,4451,2214,4531,2292
bird,4834,2512,4914,2590
bird,2294,1578,2364,1667
bird,5380,78,5453,163
bird,2139,2717,2212,2802
bird,1656,2421,1751,2486
bird,1770,502,1827,610
bird,964,1708,1043,1786
bird,1675,932,1751,1013
bird,2624,1532,2705,1608
bird,247,1263,316,1352
bird,38,1497,127,1566
bird,4119,1753,4187,1843
bird,3365,1865,3451,1936
bird,1111,330,1175,425
bird,797,2454,872,2535
