bird,4624,1706,4653,1723
bird,4016,533,4035,559
bird,1324,2818,1348,2838
bird,1316,2847,1336,2871
bird,4890,843,4921,858
bird,2115,2821,2138,2839
bird,1858,2631,1883,2647
bird,2131,2777,2150,2798
bird,2141,2818,2159,2838
bird,2078,2833,2095,2854
bird,5288,560,5309,577
bird,4517,177,4535,196
bird,2333,2501,2352,2519
bird,1276,840,1295,858
bird,2187,2817,2211,2831
bird,421,2990,443,3005
bird,490,3011,509,3028
bird,1171,2891,1187,2911
bird,2180,2727,2195,2748
bird,2239,515,2253,537
bird,439,2807,457,2824
bird,428,2841,445,2859
bird,514,2758,532,2775
bird,483,2764,502,2780
bird,670,1492,689,1508
bird,395,2832,412,2849
bird,565,2809,581,2827
bird,484,2890,502,2906
bird,533,2751,551,2767
bird,2119,428,2134,446
bird,564,2738,580,2753
bird,4848,939,4865,952
