bird,859,2724,938,2812
bird,4282,1390,4352,1486
bird,1277,2477,1368,2550
bird,1604,1667,1685,1748
bird,649,2154,768,2207
bird,4654,1771,4740,1842
bird,1328,2268,1412,2340
bird,4223,1821,4304,1895
bird,5127,1490,5200,1569
bird,4159,2000,4240,2070
bird,5233,212,5322,275
bird,963,2575,1038,2649
bird,1026,1966,1098,2043
bird,1170,2478,1240,2557
bird,4456,1217,4521,1301
bird,5025,288,5103,358
bird,4301,1529,4372,1605
bird,1273,2561,1343,2638
bird,814,2594,894,2661
bird,4164,1233,4217,1333
bird,4840,1725,4914,1796
bird,487,2684,556,2759
bird,4404,1418,4479,1487
bird,3751,2368,3837,2428
bird,5324,2333,5380,2425
bird,4832,958,4896,1038
bird,1425,2363,1501,2429
bird,740,2933,805,3010
bird,1479,1772,1562,1832
bird,5238,1509,5295,1596
bird,589,2875,656,2949
bird,5356,1453,5414,1538
bird,850,2277,912,2356
bird,1138,2756,1199,2836
bird,2939,1656,3004,1731
bird,722,2233,780,2317
bird,4975,1558,5032,1643
bird,3431,2209,3493,2287
bird,5351,1775,5420,1845
bird,147,2459,217,2528
bird,5282,1641,5335,1732
bird,4585,2151,4653,2222
bird,1303,2780,1359,2866
bird,1005,2908,1070,2982
bird,3240,1209,3295,1296
bird,3819,1607,3900,1666
bird,2993,1029,3064,1096
bird,2001,1825,2068,1896
bird,4606,1596,4660,1684
bird,2002,1086,2067,1159
bird,5340,1132,5400,1211
bird,1194,1889,1264,1956
bird,1853,1606,1919,1677
bird,1659,1445,1716,1527
bird,999,3003,1098,3050
bird,3968,2265,4042,2328
bird,350,2431,414,2503
bird,1208,2745,1259,2835
bird,666,3001,740,3063
bird,470,2789,549,2847
bird,589,1248,643,1332
bird,5098,2427,5180,2482
bird,1511,2318,1587,2377
bird,5090,1885,5148,1962
bird,1997,2494,2054,2572
bird,2233,2320,2293,2394
bird,2770,1993,2818,2085
bird,1259,3005,1326,3071
bird,4462,1798,4525,1868
bird,4588,372,4629,479
bird,1285,2903,1357,2964
bird,1156,2880,1217,2952
bird,4829,1326,4901,1387
bird,4596,1154,4643,1247
bird,3714,1801,3773,1875
bird,1145,2589,1205,2661
bird,373,2584,461,2633
