bird,2696,483,2717,516
bird,3693,498,3723,521
bird,2199,3355,2225,3381
bird,3215,278,3242,302
bird,3327,321,3349,350
bird,5325,1191,5351,1215
bird,3736,548,3765,569
bird,2288,586,2321,604
bird,2024,2325,2056,2343
bird,2048,2314,2072,2338
bird,3132,176,3153,203
bird,2526,591,2554,611
bird,2919,208,2943,231
bird,3167,291,3189,315
bird,570,3,591,28
bird,3631,468,3649,497
bird,1695,2013,1720,2033
bird,2159,767,2183,787
bird,2524,66,2545,88
bird,2158,852,2179,874
bird,3863,476,3881,501
bird,2527,620,2553,637
bird,2769,10,2792,29
bird,5134,803,5157,822
bird,2403,618,2430,634
bird,308,3024,336,3039
bird,2600,491,2620,512
bird,2215,719,2238,737
bird,2725,109,2744,130
bird,2964,69,2983,90
bird,2254,593,2272,615
bird,5294,1186,5324,1199
bird,3288,313,3305,336
bird,3354,284,3369,310
bird,2535,278,2552,301
bird,5106,805,5125,825
bird,1901,1274,1919,1295
bird,5323,949,5344,967
bird,2010,1945,2038,1958
bird,328,2806,354,2820
bird,2161,593,2185,608
bird,2430,337,2445,361
bird,588,918,605,939
bird,2555,301,2576,318
bird,683,15,699,37
bird,2776,78,2801,92
bird,2484,220,2499,243
bird,3238,384,3257,402
bird,3364,308,3381,328
bird,2077,804,2094,824
bird,2458,547,2484,560
bird,2064,2470,2081,2490
bird,2575,209,2596,225
bird,2994,126,3010,147
bird,2723,48,2734,78
bird,2309,639,2324,661
bird,2531,451,2546,473
bird,2589,132,2611,147
bird,2525,414,2547,429
bird,2514,129,2527,154
bird,2345,552,2364,569
bird,2451,422,2467,442
bird,5287,944,5299,970
bird,2853,152,2872,168
bird,1919,1479,1934,1499
bird,2096,517,2113,534
bird,2031,2526,2049,2542
bird,2474,323,2490,341
bird,3062,131,3075,153
bird,2388,565,2402,585
bird,1929,894,1939,921
bird,2037,2477,2053,2494
bird,2344,623,2361,639
bird,2818,54,2833,72
bird,2523,322,2542,336
bird,2914,64,2931,79
bird,2367,718,2378,741
bird,2213,623,2232,636
bird,2495,383,2515,395
bird,2497,273,2509,293
bird,2473,356,2488,372
bird,2430,379,2448,392
bird,2444,393,2465,404
bird,2641,236,2653,255
bird,2755,189,2770,204
bird,2682,173,2699,186
bird,2321,544,2333,562
bird,2128,2366,2148,2376
bird,2036,2502,2051,2515
bird,1981,1228,1993,1244
bird,1837,1209,1846,1230
bird,2508,486,2520,500
bird,2423,646,2435,660
